,airline_sentiment,text
1853,2,united amazing hospitality and helpfulness from anthony lastella great staff  def flying united again
1854,0,united this 2 hr delay is a vacation buzzkill
1855,2,united just touched down in miami  not too far off  nicely done united 
1856,1,united whats the status of flight 1008 bogotahouston
1857,0,united really enjoying my sunday on holdover 1 hour perhaps a better client experience is needed httptco8vnckgzxl1
1858,1,united is a snowboard boot bag included in the standard checked baggage next to the snowboard bag
1859,0,united broken light 35 mins to get bridge to gate airplane parked wrong  bathroom not emptied last nightyour airline in last 3 hrs
1860,0,united i would appreciate a response regarding the pressurization failure on flight 1109 you seem to be responding to less serious issues
1861,2,united it was very comfortable now waiting for our luggage
1862,1,united getting ready to book a flight to san juan was wondering does united waive baggage fees for military personnel thanks
1863,0,united once again you guys didnt let me down a four hour delay to honolulu from houston thanks for the train wreck of issues now coming
1864,2,united thank you
1865,2,united finally got through and they were very helpful appreciate it
1866,1,united pls follow for dm
1867,1,united ah that would explain why crew didnt seem particularly distressed when we pointed it out it was a little startling at first
1868,0,united not for me  i am on another ua flight 2 gates down that was held 15 mins for cnx pax
1869,1,united can you assign seats
1870,0,"""united 4geiger it looks like form the photo that something burst out of your luggage is this correct jh"" always blame the customer"
1871,0,united not my luggage
1872,0,united its boarding time for ua3882 but no crewe
1873,1,united just added one ty
1874,2,united thanks for the effort i can get the earliest though i will make a complaint for a refund as i am losing one business day tomorrow
1875,1,united  pls hold ua2066 for 9 cnx pax frm ua6194  all runners  a 5 min hold will save 2 fam frm miscnx  pls twitter is watching
1876,0,united no way one person is working entire security checkpoint in ewr [NG]
1877,2,united thank you
1878,0,united who authors this fiction i just heard on radio we dont even have a jetway secured yet ua5037 cmh httptcot78k7abtwf
1879,0,united so found anything or just showing off you do realise that the morning flight that you cancelled flightled was more pricey than the evening
1880,0,united oh i did was still lost your tracking system stinks as does the delivery system
1881,0,united feeling like a true united customer stuckon the tarmac in dc for over 2 hrs unitedfail
1882,1,united pls follow for dm
1883,0,united leadership counts landed at 1115 last nightdeplaned at 1240 45 minutes of that was waiting for the jetway inexcusable
1884,0,united i sent you a dm as requested but have not heard anything can you address the issue i brought up in my dm and explain what happened
1885,0,united employeefaceless dont throw them under the bus starts with management im almost a million miler and own my own company 12
1886,0,united you cant say the flight is pulled in and departs in 2 mins if boarding hasnt even started httptco2ikbp8gxwi
1887,0,united  i understand that but why should i pay to change if it was a problem with your plane if it was weather i would understand
1888,0,united 30 hours late flightr still no answers stuck in houston keep getting put on phantom flights that never apeared badcustomerservice
1889,0,united you guys are horrible first we get stuck in the snow for a hr in ewr now sitting in cmh saying it could be 30min for a gate
1890,0,united the hotel you sent us to wouldnt take the voucher our flight was delayed then cancelled flightled then delayed again 32 hours and counting
1891,0,united dmd you 4 hrs ago at your request no response to be found  just like my bag
1892,2,united worked out after all thanks for your immediate reply
1893,0,united two hour delay for a plane that was visible from the airport so far terrible customer service neveragain
1894,1,united it was 3387 but we helped you with the weight issue took your vouchers and hopped on a delta flight instead winwin
1895,0,united as if a 4 hour maintenance delay wasnt enuf u charge me 25bag as a global service platinum mbr get ur shit together
